time, reward, action, observation
1, -0.09452669089676653, 0, [0.09452669 0.         0.         1.        ]
2, -200.1668475298436, 1, [-0.16684753  0.09452669  0.          2.        ]
3, -200.38850357208304, 1, [-0.38850358 -0.16684753  0.09452669  3.        ]
4, -1.786562097194508, 0, [-1.7865621  -0.38850358 -0.16684753  4.        ]
5, -2.005155225923234, 0, [-2.0051553  -1.7865621  -0.38850358  5.        ]
6, -201.1472223543535, 1, [-1.1472224 -2.0051553 -1.7865621  6.       ]
7, -0.6235874755316222, 0, [-0.6235875 -1.1472224 -2.0051553  7.       ]
8, -200.05312860547124, 1, [-0.0531286 -0.6235875 -1.1472224  8.       ]
9, -200.18725072551265, 1, [ 0.18725072 -0.0531286  -0.6235875   9.        ]
10, -200.08116011582396, 1, [-0.08116011  0.18725072 -0.0531286  10.        ]
11, -200.37766349365702, 1, [ 0.3776635  -0.08116011  0.18725072 11.        ]
12, -200.23537083885927, 1, [ 0.23537084  0.3776635  -0.08116011 12.        ]
13, -200.01053272784517, 1, [1.0532727e-02 2.3537084e-01 3.7766349e-01 1.3000000e+01]
14, -200.42319998405176, 1, [-4.2319998e-01  1.0532727e-02  2.3537084e-01  1.4000000e+01]
15, -0.5427071179488796, 0, [-5.4270715e-01 -4.2319998e-01  1.0532727e-02  1.5000000e+01]
16, -200.5245941463593, 1, [-0.5245941  -0.54270715 -0.42319998 16.        ]
17, -200.16511665050513, 1, [-0.16511665 -0.5245941  -0.54270715 17.        ]
18, -200.38477443702297, 1, [-0.38477445 -0.16511665 -0.5245941  18.        ]
19, -0.49708674268129277, 0, [-0.49708673 -0.38477445 -0.16511665 19.        ]
20, -1.0330736089228525, 0, [-1.0330737  -0.49708673 -0.38477445 20.        ]
21, -200.53280724390876, 1, [-0.53280723 -1.0330737  -0.49708673 21.        ]
22, -0.038576608407168575, 0, [-0.03857661 -0.53280723 -1.0330737  22.        ]
23, -0.5220934040617791, 0, [ 0.5220934  -0.03857661 -0.53280723 23.        ]
24, -200.73351761789206, 1, [ 0.73351765  0.5220934  -0.03857661 24.        ]
25, -0.39727823887961267, 0, [ 0.39727825  0.73351765  0.5220934  25.        ]
26, -200.6715059180889, 1, [ 0.6715059   0.39727825  0.73351765 26.        ]
