time, reward, action, observation
1, -0.9133782799787116, 0, [0.9133783 0.        0.        1.       ]
2, -200.6257876751203, 1, [-0.6257877  0.9133783  0.         2.       ]
3, -200.29289621226246, 1, [-0.2928962 -0.6257877  0.9133783  3.       ]
4, -200.15795157041276, 1, [-0.15795156 -0.2928962  -0.6257877   4.        ]
5, -0.6091291551575567, 0, [ 0.60912913 -0.15795156 -0.2928962   5.        ]
6, -200.82721603142278, 1, [ 0.827216    0.60912913 -0.15795156  6.        ]
7, -201.64338468039068, 1, [1.6433847  0.827216   0.60912913 7.        ]
8, -2.312191479140857, 0, [2.3121915 1.6433847 0.827216  8.       ]
9, -201.7911352080321, 1, [1.7911352 2.3121915 1.6433847 9.       ]
10, -201.71142703203944, 1, [ 1.711427   1.7911352  2.3121915 10.       ]
11, -1.8637139219141583, 0, [ 1.863714   1.711427   1.7911352 11.       ]
12, -201.41146591808618, 1, [ 1.4114659  1.863714   1.711427  12.       ]
13, -0.9260156040296944, 0, [ 0.9260156  1.4114659  1.863714  13.       ]
14, -0.8973756918771746, 0, [ 0.8973757  0.9260156  1.4114659 14.       ]
15, -1.2266217590861554, 0, [ 1.2266217  0.8973757  0.9260156 15.       ]
16, -1.2430514977357499, 0, [ 1.2430515  1.2266217  0.8973757 16.       ]
17, -1.0723384266454272, 0, [ 1.0723385  1.2430515  1.2266217 17.       ]
18, -200.02994500778556, 1, [-0.02994501  1.0723385   1.2430515  18.        ]
19, -200.6380845776954, 1, [ 0.6380846  -0.02994501  1.0723385  19.        ]
20, -200.53073033974465, 1, [ 0.53073037  0.6380846  -0.02994501 20.        ]
21, -1.1134856646317652, 0, [ 1.1134857   0.53073037  0.6380846  21.        ]
22, -1.7884227214450434, 0, [ 1.7884227   1.1134857   0.53073037 22.        ]
23, -3.300353754208124, 0, [ 3.3003538  1.7884227  1.1134857 23.       ]
24, -5.2784535684826706, 0, [ 5.2784534  3.3003538  1.7884227 24.       ]
25, -204.90954618748583, 1, [ 4.9095464  5.2784534  3.3003538 25.       ]
26, -5.3548019926175625, 0, [ 5.354802   4.9095464  5.2784534 26.       ]
