time, reward, action, observation
1, -0.5265578772433791, 0, [0.52655786 0.         0.         1.        ]
2, -201.41480352915187, 1, [1.4148035  0.52655786 0.         2.        ]
3, -200.05390834956444, 1, [0.05390835 1.4148035  0.52655786 3.        ]
4, -1.1037903247947338, 0, [-1.1037903   0.05390835  1.4148035   4.        ]
5, -1.5230895597554253, 0, [-1.5230895  -1.1037903   0.05390835  5.        ]
6, -200.67041219509727, 1, [-0.6704122 -1.5230895 -1.1037903  6.       ]
7, -200.0998236733283, 1, [-0.09982368 -0.6704122  -1.5230895   7.        ]
8, -200.7560012041812, 1, [ 0.7560012  -0.09982368 -0.6704122   8.        ]
9, -200.91695178759687, 1, [ 0.9169518   0.7560012  -0.09982368  9.        ]
10, -1.321345820213651, 0, [ 1.3213458  0.9169518  0.7560012 10.       ]
11, -1.7342298900923174, 0, [ 1.7342299  1.3213458  0.9169518 11.       ]
12, -1.5276077952575657, 0, [ 1.5276078  1.7342299  1.3213458 12.       ]
13, -0.9389956362706285, 0, [ 0.93899566  1.5276078   1.7342299  13.        ]
14, -0.6578980320849431, 0, [ 0.657898    0.93899566  1.5276078  14.        ]
15, -200.21756112947878, 1, [ 0.21756113  0.657898    0.93899566 15.        ]
16, -200.7480731325744, 1, [ 0.74807316  0.21756113  0.657898   16.        ]
17, -201.35945664855944, 1, [ 1.3594567   0.74807316  0.21756113 17.        ]
18, -202.13915811659274, 1, [ 2.139158    1.3594567   0.74807316 18.        ]
19, -201.90860813405092, 1, [ 1.9086081  2.139158   1.3594567 19.       ]
20, -2.416023026173475, 0, [ 2.416023   1.9086081  2.139158  20.       ]
21, -201.6577241543141, 1, [ 1.6577241  2.416023   1.9086081 21.       ]
22, -200.8630031052809, 1, [ 0.86300313  1.6577241   2.416023   22.        ]
23, -0.2678777942013615, 0, [ 0.2678778   0.86300313  1.6577241  23.        ]
24, -0.06750703640820774, 0, [-0.06750704  0.2678778   0.86300313 24.        ]
25, -200.90986164641618, 1, [-0.9098616  -0.06750704  0.2678778  25.        ]
26, -201.76442261537906, 1, [-1.7644227  -0.9098616  -0.06750704 26.        ]
27, -201.4413055503735, 1, [-1.4413055 -1.7644227 -0.9098616 27.       ]
28, -1.613905934782486, 0, [-1.6139059 -1.4413055 -1.7644227 28.       ]
29, -200.77911851939723, 1, [-0.77911854 -1.6139059  -1.4413055  29.        ]
30, -0.08598451140684171, 0, [ 0.08598451 -0.77911854 -1.6139059  30.        ]
31, -200.36423577914928, 1, [ 0.3642358   0.08598451 -0.77911854 31.        ]
32, -0.6910581074381216, 0, [ 0.6910581   0.3642358   0.08598451 32.        ]
33, -1.4002535162003835, 0, [ 1.4002535  0.6910581  0.3642358 33.       ]
34, -201.21316114629408, 1, [ 1.2131611  1.4002535  0.6910581 34.       ]
35, -201.5319360784987, 1, [ 1.531936   1.2131611  1.4002535 35.       ]
36, -201.07487313531377, 1, [ 1.0748731  1.531936   1.2131611 36.       ]
37, -200.71726450409213, 1, [ 0.71726453  1.0748731   1.531936   37.        ]
38, -200.20503220480614, 1, [ 0.2050322   0.71726453  1.0748731  38.        ]
39, -200.3891008252423, 1, [ 0.38910082  0.2050322   0.71726453 39.        ]
40, -200.3742377954531, 1, [ 0.3742378   0.38910082  0.2050322  40.        ]
41, -0.06878615684248413, 0, [-0.06878616  0.3742378   0.38910082 41.        ]
42, -0.5777346526769147, 0, [ 0.57773465 -0.06878616  0.3742378  42.        ]
43, -200.406883423402, 1, [ 0.40688342  0.57773465 -0.06878616 43.        ]
44, -200.25629599216168, 1, [ 0.25629598  0.40688342  0.57773465 44.        ]
45, -200.38827703064769, 1, [ 0.38827702  0.25629598  0.40688342 45.        ]
46, -201.22109512779082, 1, [ 1.2210951   0.38827702  0.25629598 46.        ]
47, -201.08477898617863, 1, [ 1.084779    1.2210951   0.38827702 47.        ]
48, -201.24099538923696, 1, [ 1.2409954  1.084779   1.2210951 48.       ]
49, -201.1168284202633, 1, [ 1.1168284  1.2409954  1.084779  49.       ]
50, -200.18637232455364, 1, [ 0.18637232  1.1168284   1.2409954  50.        ]
51, -0.1620039220814224, 0, [-0.16200392  0.18637232  1.1168284  51.        ]
52, -0.06961472203738506, 0, [ 0.06961472 -0.16200392  0.18637232 52.        ]
53, -200.02445778810736, 1, [-2.4457788e-02  6.9614723e-02 -1.6200392e-01  5.3000000e+01]
54, -0.10743396488196037, 0, [-1.0743397e-01 -2.4457788e-02  6.9614723e-02  5.4000000e+01]
55, -0.9244729732714098, 0, [-9.2447299e-01 -1.0743397e-01 -2.4457788e-02  5.5000000e+01]
56, -201.66875952413912, 1, [-1.6687595  -0.924473   -0.10743397 56.        ]
57, -201.71660381930573, 1, [-1.7166039 -1.6687595 -0.924473  57.       ]
58, -1.441912567209364, 0, [-1.4419125 -1.7166039 -1.6687595 58.       ]
59, -201.40204325912833, 1, [-1.4020432 -1.4419125 -1.7166039 59.       ]
60, -1.2241363738013176, 0, [-1.2241364 -1.4020432 -1.4419125 60.       ]
61, -200.5159257774803, 1, [-0.51592577 -1.2241364  -1.4020432  61.        ]
62, -200.27218276048936, 1, [-0.27218276 -0.51592577 -1.2241364  62.        ]
63, -0.21004583110235314, 0, [ 0.21004583 -0.27218276 -0.51592577 63.        ]
64, -200.97753182655944, 1, [ 0.97753185  0.21004583 -0.27218276 64.        ]
65, -200.32091043363934, 1, [ 0.32091042  0.97753185  0.21004583 65.        ]
66, -0.1676508567541688, 0, [ 0.16765086  0.32091042  0.97753185 66.        ]
67, -200.82603711385727, 1, [-0.8260371   0.16765086  0.32091042 67.        ]
68, -1.4051661998212532, 0, [-1.4051661  -0.8260371   0.16765086 68.        ]
69, -201.17150294089723, 1, [-1.171503  -1.4051661 -0.8260371 69.       ]
70, -201.21834373165495, 1, [-1.2183437 -1.171503  -1.4051661 70.       ]
71, -201.5695597847154, 1, [-1.5695598 -1.2183437 -1.171503  71.       ]
