time, reward, action, observation
1, -0.3477598850190843, 0, [0.34775987 0.         0.         1.        ]
2, -0.136230708854986, 0, [0.1362307  0.34775987 0.         2.        ]
3, -200.70615603922192, 1, [-0.706156    0.1362307   0.34775987  3.        ]
4, -2.842550723603879, 0, [-2.8425508 -0.706156   0.1362307  4.       ]
5, -4.728282552900791, 0, [-4.7282825 -2.8425508 -0.706156   5.       ]
6, -203.6496712508186, 1, [-3.6496713 -4.7282825 -2.8425508  6.       ]
7, -2.7702458974182136, 0, [-2.7702458 -3.6496713 -4.7282825  7.       ]
8, -201.93037648344682, 1, [-1.9303765 -2.7702458 -3.6496713  8.       ]
9, -0.7468618454379818, 0, [-0.7468619 -1.9303765 -2.7702458  9.       ]
10, -0.24112305906085396, 0, [-0.24112307 -0.7468619  -1.9303765  10.        ]
11, -1.489611318625621, 0, [ 1.4896113  -0.24112307 -0.7468619  11.        ]
12, -2.4357446946466106, 0, [ 2.4357448   1.4896113  -0.24112307 12.        ]
13, -3.379427926557337, 0, [ 3.379428   2.4357448  1.4896113 13.       ]
14, -5.504164921144012, 0, [ 5.5041647  3.379428   2.4357448 14.       ]
15, -204.906330246819, 1, [ 4.90633    5.5041647  3.379428  15.       ]
16, -204.0828111162905, 1, [ 4.082811   4.90633    5.5041647 16.       ]
17, -203.04185850452308, 1, [ 3.0418584  4.082811   4.90633   17.       ]
18, -202.55587196771882, 1, [ 2.555872   3.0418584  4.082811  18.       ]
19, -1.1037408900848087, 0, [ 1.1037409  2.555872   3.0418584 19.       ]
20, -0.38136835332199814, 0, [-0.38136834  1.1037409   2.555872   20.        ]
21, -0.7224091469584896, 0, [-0.7224091  -0.38136834  1.1037409  21.        ]
22, -0.8895787154658681, 0, [-0.8895787  -0.7224091  -0.38136834 22.        ]
23, -200.8941925105953, 1, [-0.8941925 -0.8895787 -0.7224091 23.       ]
24, -0.7114193031736329, 0, [-0.7114193 -0.8941925 -0.8895787 24.       ]
25, -200.3610450944911, 1, [-0.3610451 -0.7114193 -0.8941925 25.       ]
26, -0.0046940956092984265, 0, [-4.694096e-03 -3.610451e-01 -7.114193e-01  2.600000e+01]
27, -200.34236705262978, 1, [ 3.4236705e-01 -4.6940958e-03 -3.6104509e-01  2.7000000e+01]
28, -200.48668029232167, 1, [-4.8668030e-01  3.4236705e-01 -4.6940958e-03  2.8000000e+01]
29, -0.8542905283374506, 0, [-0.85429054 -0.4866803   0.34236705 29.        ]
30, -201.11318506745263, 1, [-1.113185   -0.85429054 -0.4866803  30.        ]
31, -200.5835972644058, 1, [-0.58359724 -1.113185   -0.85429054 31.        ]
32, -200.41611100222303, 1, [-0.416111   -0.58359724 -1.113185   32.        ]
33, -200.82182685980501, 1, [-0.8218269  -0.416111   -0.58359724 33.        ]
34, -1.1824650424036862, 0, [-1.1824651 -0.8218269 -0.416111  34.       ]
35, -1.974515661704985, 0, [-1.9745157 -1.1824651 -0.8218269 35.       ]
36, -2.101790279318407, 0, [-2.1017902 -1.9745157 -1.1824651 36.       ]
37, -2.217909104027779, 0, [-2.217909  -2.1017902 -1.9745157 37.       ]
38, -201.45507680149754, 1, [-1.4550768 -2.217909  -2.1017902 38.       ]
39, -1.4023389928851588, 0, [-1.402339  -1.4550768 -2.217909  39.       ]
40, -200.35981803488707, 1, [-0.35981804 -1.402339   -1.4550768  40.        ]
41, -0.3236680790359637, 0, [ 0.3236681  -0.35981804 -1.402339   41.        ]
42, -1.5530898901606252, 0, [ 1.5530899   0.3236681  -0.35981804 42.        ]
43, -2.9636530114406643, 0, [ 2.963653   1.5530899  0.3236681 43.       ]
44, -3.5416309410244664, 0, [ 3.541631   2.963653   1.5530899 44.       ]
45, -203.22902370177573, 1, [ 3.2290237  3.541631   2.963653  45.       ]
46, -202.39113758899754, 1, [ 2.3911376  3.2290237  3.541631  46.       ]
47, -202.07917604065372, 1, [ 2.079176   2.3911376  3.2290237 47.       ]
48, -202.4128333019545, 1, [ 2.4128332  2.079176   2.3911376 48.       ]
49, -3.0240945286269305, 0, [ 3.0240946  2.4128332  2.079176  49.       ]
50, -203.17200914497835, 1, [ 3.1720092  3.0240946  2.4128332 50.       ]
51, -202.10236926388913, 1, [ 2.1023693  3.1720092  3.0240946 51.       ]
52, -1.348629956617343, 0, [ 1.34863    2.1023693  3.1720092 52.       ]
53, -201.1917867604329, 1, [ 1.1917868  1.34863    2.1023693 53.       ]
54, -1.61076105671649, 0, [ 1.610761   1.1917868  1.34863   54.       ]
55, -1.636228830168957, 0, [ 1.6362288  1.610761   1.1917868 55.       ]
56, -201.66290010777243, 1, [ 1.6629001  1.6362288  1.610761  56.       ]
57, -201.61583914946786, 1, [ 1.6158391  1.6629001  1.6362288 57.       ]
58, -0.816031197322141, 0, [ 0.8160312  1.6158391  1.6629001 58.       ]
