time, reward, action, observation
35, -3.8968962904620805, 0, [-3.8968964 -2.863817  -1.8165586 35.       ]
36, -202.6250354562065, 1, [-2.6250355 -3.8968964 -2.863817  36.       ]
37, -2.1953147412624103, 0, [-2.1953146 -2.6250355 -3.8968964 37.       ]
38, -1.7715002230399746, 0, [-1.7715002 -2.1953146 -2.6250355 38.       ]
39, -202.48916204348328, 1, [-2.489162  -1.7715002 -2.1953146 39.       ]
40, -3.0640749664105194, 0, [-3.064075  -2.489162  -1.7715002 40.       ]
41, -3.074222096014309, 0, [-3.074222 -3.064075 -2.489162 41.      ]
42, -3.200671460728069, 0, [-3.2006714 -3.074222  -3.064075  42.       ]
43, -3.6165084144407476, 0, [-3.6165085 -3.2006714 -3.074222  43.       ]
44, -3.8334224453816215, 0, [-3.8334224 -3.6165085 -3.2006714 44.       ]
45, -202.90470522349577, 1, [-2.9047053 -3.8334224 -3.6165085 45.       ]
46, -1.8299026604783974, 0, [-1.8299026 -2.9047053 -3.8334224 46.       ]
47, -200.3789128977542, 1, [-0.3789129 -1.8299026 -2.9047053 47.       ]
48, -0.8864626485933371, 0, [ 0.8864626 -0.3789129 -1.8299026 48.       ]
49, -200.65088366235753, 1, [ 0.6508837  0.8864626 -0.3789129 49.       ]
50, -0.39943087837557945, 0, [ 0.39943087  0.6508837   0.8864626  50.        ]
51, -0.16201937838010566, 0, [ 0.16201937  0.39943087  0.6508837  51.        ]
52, -0.02645887012278597, 0, [2.6458871e-02 1.6201937e-01 3.9943087e-01 5.2000000e+01]
53, -200.01447813703274, 1, [-1.4478137e-02  2.6458871e-02  1.6201937e-01  5.3000000e+01]
54, -0.03975522669092585, 0, [ 3.9755225e-02 -1.4478137e-02  2.6458871e-02  5.4000000e+01]
55, -0.7522831126376911, 0, [-7.5228310e-01  3.9755225e-02 -1.4478137e-02  5.5000000e+01]
56, -0.9710993060805635, 0, [-9.7109932e-01 -7.5228310e-01  3.9755225e-02  5.6000000e+01]
57, -201.13810364251904, 1, [-1.1381036 -0.9710993 -0.7522831 57.       ]
58, -1.8582864598933502, 0, [-1.8582865 -1.1381036 -0.9710993 58.       ]
59, -2.115557133972073, 0, [-2.1155572 -1.8582865 -1.1381036 59.       ]
60, -1.6627106695420102, 0, [-1.6627107 -2.1155572 -1.8582865 60.       ]
61, -201.07770745335677, 1, [-1.0777074 -1.6627107 -2.1155572 61.       ]
62, -200.73109408930728, 1, [-0.73109406 -1.0777074  -1.6627107  62.        ]
63, -0.9199135507536662, 0, [-0.91991353 -0.73109406 -1.0777074  63.        ]
64, -0.36481454899597043, 0, [ 0.36481455 -0.91991353 -0.73109406 64.        ]
65, -200.9521300274473, 1, [ 0.95213     0.36481455 -0.91991353 65.        ]
66, -200.32411236443647, 1, [ 0.32411236  0.95213     0.36481455 66.        ]
67, -200.218047398075, 1, [-0.2180474   0.32411236  0.95213    67.        ]
68, -0.6082855837981755, 0, [-0.6082856  -0.2180474   0.32411236 68.        ]
69, -1.69784169837473, 0, [-1.6978416 -0.6082856 -0.2180474 69.       ]
70, -2.4851713865307166, 0, [-2.4851713 -1.6978416 -0.6082856 70.       ]
71, -3.344570914911885, 0, [-3.3445709 -2.4851713 -1.6978416 71.       ]
72, -202.33380819290886, 1, [-2.3338082 -3.3445709 -2.4851713 72.       ]
73, -1.0441206834923193, 0, [-1.0441207 -2.3338082 -3.3445709 73.       ]
74, -1.3680133946764719, 0, [-1.3680134 -1.0441207 -2.3338082 74.       ]
75, -201.18010279230404, 1, [-1.1801028 -1.3680134 -1.0441207 75.       ]
76, -1.8385080601679467, 0, [-1.838508  -1.1801028 -1.3680134 76.       ]
77, -1.8104132748348065, 0, [-1.8104132 -1.838508  -1.1801028 77.       ]
78, -201.43219905064402, 1, [-1.432199  -1.8104132 -1.838508  78.       ]
79, -0.8554249451978974, 0, [-0.85542494 -1.432199   -1.8104132  79.        ]
80, -0.9265680252426465, 0, [-0.92656803 -0.85542494 -1.432199   80.        ]
81, -200.12451508498677, 1, [ 0.12451509 -0.92656803 -0.85542494 81.        ]
82, -201.28280265260082, 1, [ 1.2828027   0.12451509 -0.92656803 82.        ]
83, -200.73049471768982, 1, [ 0.73049474  1.2828027   0.12451509 83.        ]
84, -0.47505593069419105, 0, [ 0.47505593  0.73049474  1.2828027  84.        ]
85, -0.06594631309740878, 0, [-6.5946311e-02  4.7505593e-01  7.3049474e-01  8.5000000e+01]
86, -200.15374023043884, 1, [-1.5374023e-01 -6.5946311e-02  4.7505593e-01  8.6000000e+01]
87, -200.77600730995553, 1, [-7.7600729e-01 -1.5374023e-01 -6.5946311e-02  8.7000000e+01]
88, -0.3402482162785897, 0, [-0.34024823 -0.7760073  -0.15374023 88.        ]
89, -200.70067680222704, 1, [-0.7006768  -0.34024823 -0.7760073  89.        ]
90, -200.7942789951212, 1, [-0.794279   -0.7006768  -0.34024823 90.        ]
91, -0.6184192838812872, 0, [-0.6184193 -0.794279  -0.7006768 91.       ]
92, -200.81511498386996, 1, [-0.815115  -0.6184193 -0.794279  92.       ]
93, -200.8358241133151, 1, [-0.83582413 -0.815115   -0.6184193  93.        ]
94, -1.1342113400847014, 0, [-1.1342113  -0.83582413 -0.815115   94.        ]
95, -1.4396514989185274, 0, [-1.4396515  -1.1342113  -0.83582413 95.        ]
96, -2.2692749435357396, 0, [-2.269275  -1.4396515 -1.1342113 96.       ]
97, -3.1519677370306596, 0, [-3.1519678 -2.269275  -1.4396515 97.       ]
98, -202.89233020842107, 1, [-2.8923302 -3.1519678 -2.269275  98.       ]
99, -2.851483187435455, 0, [-2.851483  -2.8923302 -3.1519678 99.       ]
100, -2.7904605932000712, 0, [ -2.7904606  -2.851483   -2.8923302 100.       ]
101, -2.8881936274901245, 0, [ -2.8881936  -2.7904606  -2.851483  101.       ]
102, -202.06511422835842, 1, [ -2.0651143  -2.8881936  -2.7904606 102.       ]
103, -201.76460121085293, 1, [ -1.7646012  -2.0651143  -2.8881936 103.       ]
104, -1.5925155949964562, 0, [ -1.5925156  -1.7646012  -2.0651143 104.       ]
105, -1.7872377703092128, 0, [ -1.7872378  -1.5925156  -1.7646012 105.       ]
106, -201.7956926951674, 1, [ -1.7956927  -1.7872378  -1.5925156 106.       ]
107, -202.1419810473278, 1, [ -2.1419811  -1.7956927  -1.7872378 107.       ]
108, -2.159619268617104, 0, [ -2.1596193  -2.1419811  -1.7956927 108.       ]
109, -2.7449888544748084, 0, [ -2.744989   -2.1596193  -2.1419811 109.       ]
110, -202.77237797059024, 1, [ -2.772378   -2.744989   -2.1596193 110.       ]
111, -202.15355742786866, 1, [ -2.1535575  -2.772378   -2.744989  111.       ]
112, -201.50869026960197, 1, [ -1.5086902  -2.1535575  -2.772378  112.       ]
113, -201.3641784566455, 1, [ -1.3641784  -1.5086902  -2.1535575 113.       ]
114, -202.1324209187536, 1, [ -2.132421   -1.3641784  -1.5086902 114.       ]
115, -201.70389572204252, 1, [ -1.7038957  -2.132421   -1.3641784 115.       ]
116, -1.2312938352276424, 0, [ -1.2312938  -1.7038957  -2.132421  116.       ]
117, -201.66486112743672, 1, [ -1.6648611  -1.2312938  -1.7038957 117.       ]
118, -1.6265539198067445, 0, [ -1.6265539  -1.6648611  -1.2312938 118.       ]
119, -1.9464580539194727, 0, [ -1.9464581  -1.6265539  -1.6648611 119.       ]
120, -2.765475419286305, 0, [ -2.7654755  -1.9464581  -1.6265539 120.       ]
1, -0.04786535548212839, 0, [0.04786536 0.         0.         1.        ]
2, -200.0413698602175, 1, [-0.04136986  0.04786536  0.          2.        ]
3, -200.05228368340096, 1, [ 0.05228368 -0.04136986  0.04786536  3.        ]
4, -0.6756675108665187, 0, [-0.6756675   0.05228368 -0.04136986  4.        ]
5, -200.2220821579255, 1, [ 0.22208215 -0.6756675   0.05228368  5.        ]
6, -200.0288596523923, 1, [ 0.02885965  0.22208215 -0.6756675   6.        ]
7, -0.8955480062824881, 0, [-0.895548    0.02885965  0.22208215  7.        ]
8, -200.59074445638169, 1, [-0.59074444 -0.895548    0.02885965  8.        ]
9, -0.524303681511623, 0, [-0.5243037  -0.59074444 -0.895548    9.        ]
10, -0.30872181872912496, 0, [-0.3087218  -0.5243037  -0.59074444 10.        ]
11, -0.30606054381564585, 0, [-0.30606055 -0.3087218  -0.5243037  11.        ]
12, -200.28653523305894, 1, [-0.28653523 -0.30606055 -0.3087218  12.        ]
13, -0.1480285625842691, 0, [-0.14802857 -0.28653523 -0.30606055 13.        ]
14, -0.4105496681959768, 0, [-0.41054967 -0.14802857 -0.28653523 14.        ]
15, -0.28119675475556405, 0, [-0.28119674 -0.41054967 -0.14802857 15.        ]
16, -200.45045885738398, 1, [-0.45045885 -0.28119674 -0.41054967 16.        ]
17, -200.84031094870832, 1, [-0.84031093 -0.45045885 -0.28119674 17.        ]
18, -1.1136764108565507, 0, [-1.1136764  -0.84031093 -0.45045885 18.        ]
19, -1.10984814132961, 0, [-1.1098481  -1.1136764  -0.84031093 19.        ]
20, -1.2213251965173773, 0, [-1.2213252 -1.1098481 -1.1136764 20.       ]
21, -201.47500938744443, 1, [-1.4750094 -1.2213252 -1.1098481 21.       ]
22, -1.3680639570317394, 0, [-1.3680639 -1.4750094 -1.2213252 22.       ]
23, -202.012226851102, 1, [-2.0122268 -1.3680639 -1.4750094 23.       ]
24, -3.0429892343760114, 0, [-3.0429893 -2.0122268 -1.3680639 24.       ]
25, -202.701271492933, 1, [-2.7012715 -3.0429893 -2.0122268 25.       ]
26, -3.108426998931117, 0, [-3.108427  -2.7012715 -3.0429893 26.       ]
27, -3.4201542716050297, 0, [-3.4201543 -3.108427  -2.7012715 27.       ]
28, -202.95023751078529, 1, [-2.9502375 -3.4201543 -3.108427  28.       ]
29, -2.1249342077004005, 0, [-2.1249342 -2.9502375 -3.4201543 29.       ]
30, -1.922086741139141, 0, [-1.9220867 -2.1249342 -2.9502375 30.       ]
31, -201.8950505297279, 1, [-1.8950505 -1.9220867 -2.1249342 31.       ]
32, -201.42092580879515, 1, [-1.4209259 -1.8950505 -1.9220867 32.       ]
33, -2.2704078271518293, 0, [-2.270408  -1.4209259 -1.8950505 33.       ]
34, -200.4930385482873, 1, [-0.49303854 -2.270408   -1.4209259  34.        ]
35, -200.4790986611739, 1, [-0.47909865 -0.49303854 -2.270408   35.        ]
36, -0.8328642778459596, 0, [-0.8328643  -0.47909865 -0.49303854 36.        ]
37, -0.6853130157317453, 0, [-0.685313   -0.8328643  -0.47909865 37.        ]
38, -0.5871879267582159, 0, [-0.58718795 -0.685313   -0.8328643  38.        ]
39, -1.3984021649311877, 0, [-1.3984022  -0.58718795 -0.685313   39.        ]
40, -200.99098840660358, 1, [-0.99098843 -1.3984022  -0.58718795 40.        ]
41, -0.23736848294186652, 0, [-0.23736848 -0.99098843 -1.3984022  41.        ]
42, -200.30378347462326, 1, [-0.30378348 -0.23736848 -0.99098843 42.        ]
43, -0.4977156471143987, 0, [-0.49771565 -0.30378348 -0.23736848 43.        ]
44, -0.40986908647760867, 0, [-0.40986907 -0.49771565 -0.30378348 44.        ]
45, -200.78462470789654, 1, [-0.7846247  -0.40986907 -0.49771565 45.        ]
46, -0.8652349229282121, 0, [-0.8652349  -0.7846247  -0.40986907 46.        ]
47, -200.64004571444252, 1, [-0.6400457 -0.8652349 -0.7846247 47.       ]
48, -200.83907443466197, 1, [-0.83907443 -0.6400457  -0.8652349  48.        ]
49, -1.6943483477434418, 0, [-1.6943483  -0.83907443 -0.6400457  49.        ]
50, -2.4913703935891673, 0, [-2.4913704  -1.6943483  -0.83907443 50.        ]
51, -3.566699159395832, 0, [-3.5666993 -2.4913704 -1.6943483 51.       ]
52, -202.6673747835815, 1, [-2.6673748 -3.5666993 -2.4913704 52.       ]
53, -1.8758725986800424, 0, [-1.8758726 -2.6673748 -3.5666993 53.       ]
54, -0.8516285894789417, 0, [-0.8516286 -1.8758726 -2.6673748 54.       ]
55, -200.4841780060179, 1, [-0.484178  -0.8516286 -1.8758726 55.       ]
56, -0.058766980706561806, 0, [-0.05876698 -0.484178   -0.8516286  56.        ]
57, -0.10993761907267685, 0, [-0.10993762 -0.05876698 -0.484178   57.        ]
58, -0.18314958352050345, 0, [ 0.18314958 -0.10993762 -0.05876698 58.        ]
59, -1.3099684827485598, 0, [ 1.3099685   0.18314958 -0.10993762 59.        ]
60, -2.056579824372234, 0, [ 2.0565798   1.3099685   0.18314958 60.        ]
61, -2.3574816338140994, 0, [ 2.3574817  2.0565798  1.3099685 61.       ]
62, -201.94951051081938, 1, [ 1.9495105  2.3574817  2.0565798 62.       ]
63, -201.33167330760855, 1, [ 1.3316733  1.9495105  2.3574817 63.       ]
64, -0.4866638957131239, 0, [ 0.4866639  1.3316733  1.9495105 64.       ]
65, -200.34269298847983, 1, [ 0.342693   0.4866639  1.3316733 65.       ]
66, -0.08205749616816702, 0, [ 0.0820575  0.342693   0.4866639 66.       ]
67, -0.5929858992401582, 0, [ 0.5929859  0.0820575  0.342693  67.       ]
68, -1.0018294431753134, 0, [ 1.0018294  0.5929859  0.0820575 68.       ]
69, -1.4908602671391518, 0, [ 1.4908602  1.0018294  0.5929859 69.       ]
70, -2.358095860310123, 0, [ 2.358096   1.4908602  1.0018294 70.       ]
71, -2.9015064085946287, 0, [ 2.9015064  2.358096   1.4908602 71.       ]
72, -4.054603117266702, 0, [ 4.054603   2.9015064  2.358096  72.       ]
73, -203.2740149856315, 1, [ 3.274015   4.054603   2.9015064 73.       ]
74, -202.22111463592577, 1, [ 2.2211146  3.274015   4.054603  74.       ]
75, -201.5141387287996, 1, [ 1.5141387  2.2211146  3.274015  75.       ]
76, -0.8911993071151023, 0, [ 0.8911993  1.5141387  2.2211146 76.       ]
77, -0.30781133028202523, 0, [-0.30781132  0.8911993   1.5141387  77.        ]
78, -1.2845672322641508, 0, [-1.2845672  -0.30781132  0.8911993  78.        ]
79, -2.899715249069562, 0, [-2.8997152  -1.2845672  -0.30781132 79.        ]
80, -201.99811529163455, 1, [-1.9981153 -2.8997152 -1.2845672 80.       ]
81, -201.57465932748727, 1, [-1.5746593 -1.9981153 -2.8997152 81.       ]
82, -201.57593974317373, 1, [-1.5759398 -1.5746593 -1.9981153 82.       ]
83, -201.77816330991755, 1, [-1.7781633 -1.5759398 -1.5746593 83.       ]
84, -201.71822818811384, 1, [-1.7182282 -1.7781633 -1.5759398 84.       ]
85, -201.54526179274225, 1, [-1.5452617 -1.7182282 -1.7781633 85.       ]
86, -201.79260076544972, 1, [-1.7926008 -1.5452617 -1.7182282 86.       ]
